listing_id,current_locality,resolved_locality,building_name,raw_message_snippet,source,group_name,is_link_only
640370,Khar West,Bandra West,• Khar West,"⭐ *EXCLUSIVE RESIDENTIAL INVENTORIES FOR SALE*⭐

DIRECT INVENTORIES

🏷️ *3 BHK*
KANAKIA PARIS
• 1100 Sq. Ft.
• Lower Floor
• Fully Furnished
• 1 Car Park
• Quote: ₹6.00 Cr
• Bandra East

🏷️ *4 BHK*
81",text_reference_match,Accommodation Premium Listing,False
640372,Bandra West,Sion,Almeida park,"*🔥KEYS WITH US*

*Available 2 BHK flat on lease  in BANDRA WEST.*

Building Name - please call,
Location - Almeida park.

*Rent ₹ 80,000/ -Final ( Full Cheque )*
Deposit 3 months

Its with lift
650sqf",text_reference_match,THC,False
640373,Dadar,Santacruz East,"ICC Tower 1, Dadar E","🙋🏻‍♂️  *Direct  Available*

👉🏻  *PLATINA,  at BKC*
Office spaces, Bareshell
*Posh Glass A+ Building*
5752  Carpet  approx
*Rent 39.11 Lacs Nego.*
&
16031 Crpt + 1229 Ter
*Rent  1.13 Cr  Nego.*

👉🏻  *A",text_reference_match,PROPERTY GROUP K/B/S,False
640377,Bandra West,Sion,Its with lift,"*🔥KEYS WITH US*

*Available 2 BHK flat on lease  in BANDRA WEST.*

Building Name - please call,
Location - Almeida park.

*Rent ₹ 80,000/ -Final ( Full Cheque )*
Deposit 3 months

Its with lift
650sqf",text_reference_match,THC,False
640378,BKC,Santacruz East,Dani Corp. Park,"🙋🏻‍♂️  *Direct  Available*

🔥 *SOLE  MANDATE*🤘🏻
👉🏻  *Kanakia  MIAMI*
S V Road,  Mahim W,
*SEA  FACING  2BHK*
Semi-Furnish, Cosmo
*Amenities + 2 CP's*
Possession 10-15 July
*Sale  6.25  Cr  Nego.*
*Ren",text_reference_match,COMMERCIAL OFFICE ON LEASE,False
640381,,Andheri West,Looking for a,"🔥 Requirement Alert 🔥

Looking for a 3 BHK Flat for Sale for a genuine buyer.

📍 Preferred Location: Juhu / Andheri West
💰 Budget: Up to ₹7 Crore
👨‍👩‍👧 Client Profile: Muslim Family

Kindly share your",text_reference_match,G1 Realty (mumbai),False
640384,,Santacruz East,,"🙋🏻‍♂️  *Direct  Available*

👉🏻  *PLATINA,  at BKC*
Office spaces, Bareshell
*Posh Glass A+ Building*
5752  Carpet  approx
*Rent 39.11 Lacs Nego.*
&
16031 Crpt + 1229 Ter
*Rent  1.13 Cr  Nego.*

👉🏻  *A",text_reference_match,PROPERTY GROUP K/B/S,False
640390,,Bandra West,• Linking Road,"⭐ *EXCLUSIVE RESIDENTIAL INVENTORIES FOR SALE*⭐

DIRECT INVENTORIES

🏷️ *3 BHK*
KANAKIA PARIS
• 1100 Sq. Ft.
• Lower Floor
• Fully Furnished
• 1 Car Park
• Quote: ₹6.00 Cr
• Bandra East

🏷️ *4 BHK*
81",text_reference_match,Accommodation Premium Listing,False
640396,,Andheri East,Available space for rent,"Available space for rent 
Location : Marol
Carpet :2200+2200
Rent:6 lakh
Deposit :6 month rent
Iddal showroom, marbal show room, Bank, service center, cafe, Hotels, Resturant etc


Available space for",text_reference_match,Mumbai real estate group1,False
640402,Khar,Bandra West,,"✨*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING*✨


⭐ *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

⭐*4 BHK*
*81 Aureate*
Area - 4212 Carpet",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640403,,Andheri East,Available space for rent,"Available space for rent 
Location : Marol
Carpet :2200+2200
Rent:6 lakh
Deposit :6 month rent
Iddal showroom, marbal show room, Bank, service center, cafe, Hotels, Resturant etc


Available space for",text_reference_match,Mumbai real estate group1,False
640406,,Bandra West,MUKTA,"⭐ *EXCLUSIVE RESIDENTIAL INVENTORIES FOR SALE*⭐

DIRECT INVENTORIES

🏷️ *3 BHK*
KANAKIA PARIS
• 1100 Sq. Ft.
• Lower Floor
• Fully Furnished
• 1 Car Park
• Quote: ₹6.00 Cr
• Bandra East

🏷️ *4 BHK*
81",text_reference_match,Accommodation Premium Listing,False
640424,Mahalaxmi,Andheri West,Apt Available,"*RENTAL APT AVAILABLE*

1️⃣▫️👉*PIRAMAL MAHALAXMI*
*4BHK AREA 1890 SQ CARPET RENT 4 LAKHS AC MODULAR KITCHEN LIGHT FAN*


2️⃣▫️👉*LOKHANDWALA MINERVA*

*3BHK AREA 1450 +700 BALCONY RENT 3.75 lakhs WITH",text_reference_match,Real Estate Giants (24×7),False
640427,Lokhandwala,Andheri West,,"*RENTAL APT AVAILABLE*

1️⃣▫️👉*PIRAMAL MAHALAXMI*
*4BHK AREA 1890 SQ CARPET RENT 4 LAKHS AC MODULAR KITCHEN LIGHT FAN*


2️⃣▫️👉*LOKHANDWALA MINERVA*

*3BHK AREA 1450 +700 BALCONY RENT 3.75 lakhs WITH",text_reference_match,Real Estate Giants (24×7),False
640447,Kandivali,Kandivali West,A beautifully designed,"A beautifully designed 2 BHK flat located in a prime residential area. The flat is spacious, well-ventilated, and filled with natural light, making it perfect for a comfortable lifestyle

📍 Charkop,Ka",text_reference_match,LAXMI PROPERTIES (Western),False
640450,,Santacruz West,New Direct Arrivals,"*🔥NEW DIRECT ARRIVALS🔥*

1 
*INDEPENDENT BUILDING*
Area- 3 lakhs sqft 
10 floors Building 
30000 sqft each floor
Rent- 6 cr [200 psf]
A + Grade Building 
Ground floor parking 
Saki Naka 
Near Airport",text_reference_match,Bandra Broker Group,False
640455,Kandivali,Kandivali West,Charkop,"A beautifully designed 2 BHK flat located in a prime residential area. The flat is spacious, well-ventilated, and filled with natural light, making it perfect for a comfortable lifestyle

📍 Charkop,Ka",text_reference_match,LAXMI PROPERTIES (Western),False
640461,Bhayandar,Sion,,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640462,Kandivali,Kandivali West,House Keeping Teams,"A beautifully designed 2 BHK flat located in a prime residential area. The flat is spacious, well-ventilated, and filled with natural light, making it perfect for a comfortable lifestyle

📍 Charkop,Ka",text_reference_match,LAXMI PROPERTIES (Western),False
640463,BKC,Santacruz West,Pantry,"*🔥NEW DIRECT ARRIVALS🔥*

1 
*INDEPENDENT BUILDING*
Area- 3 lakhs sqft 
10 floors Building 
30000 sqft each floor
Rent- 6 cr [200 psf]
A + Grade Building 
Ground floor parking 
Saki Naka 
Near Airport",text_reference_match,LAXMI PROPERTIES (Western),False
640467,Bhayandar,Sion,Sonam Indraneel 50/2 lakh +1,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640468,,Santacruz West,Commercial space,"*🔥NEW DIRECT ARRIVALS🔥*

1 
*INDEPENDENT BUILDING*
Area- 3 lakhs sqft 
10 floors Building 
30000 sqft each floor
Rent- 6 cr [200 psf]
A + Grade Building 
Ground floor parking 
Saki Naka 
Near Airport",text_reference_match,Bandra Broker Group,False
640475,Bhayandar,Sion,Gaurav Woods phase 1 25/1 lakh All Cast,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640476,Santacruz East,Santacruz West,Ground +1,"*🔥NEW DIRECT ARRIVALS🔥*

1 
*INDEPENDENT BUILDING*
Area- 3 lakhs sqft 
10 floors Building 
30000 sqft each floor
Rent- 6 cr [200 psf]
A + Grade Building 
Ground floor parking 
Saki Naka 
Near Airport",text_reference_match,Bandra Broker Group,False
640481,Bhayandar,Sion,,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640485,Bhayandar,Sion,Srishti Namah 40/2 lakh Hindu client,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640489,Bhayandar,Sion,Ankur Enclave Vijay Park 32/1 lakh,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640493,Bhayandar,Sion,Sadguru Complex 28/1 lakh,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640496,Bhayandar,Sion,All Cast,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640499,Bhayandar,Sion,,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640504,Bhayandar,Sion,,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640506,Bhayandar,Sion,Gaurav Excellency 23/1 lakh Hindu client +1,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640507,,Lower Parel,Trump Finish,"AVAILABLE FOR SALE AT LOWER PAREL

LODHA TRUMP TOWERS {Mandate}
4 BHK + SRW
1600 CARPET 
TRUMP FINISH
3 CAR PARKINGS 
ASKING 11.25 CR 

LODHA TRUMP TOWERS
5 BHK 2900 SQFT CARPET SEMI FURNISHED WITH 5",text_reference_match,General,False
640511,,Lower Parel,,"AVAILABLE FOR SALE AT LOWER PAREL

LODHA TRUMP TOWERS {Mandate}
4 BHK + SRW
1600 CARPET 
TRUMP FINISH
3 CAR PARKINGS 
ASKING 11.25 CR 

LODHA TRUMP TOWERS
5 BHK 2900 SQFT CARPET SEMI FURNISHED WITH 5",text_reference_match,General,False
640513,Juhu,Santacruz West,Near Juhu Road,"🏡 2 BHK FOR SALE – SANTACRUZ WEST
📍 Prime Location – Near Juhu Road
✅ 875 Sq.Ft. RERA Carpet
✅ Huge Layout
✅ 1 Reserved Car Parking
✅ Excellent & Spacious Floor Plan
✅ Ideal for End Users & Investors",text_reference_match,WhatsApp Group 4045,False
640514,Bhayandar,Sion,Gaurav Chintan 22/1 lakh All Cast +1,"*Mira Bhayandar* 

 *2bhk For Rent*

💥 2bhk Sanghvi Eco City S3 Wood fully furnished 45/1.50 lakh 

💥 2bhk Lodha Maxima fully furnished 38/1.50 Lakh Hindu client 

💥 2bhk Unique Heights 36/1.50 lakh",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
640516,,Lower Parel,Lodha Trump Towers,"AVAILABLE FOR SALE AT LOWER PAREL

LODHA TRUMP TOWERS {Mandate}
4 BHK + SRW
1600 CARPET 
TRUMP FINISH
3 CAR PARKINGS 
ASKING 11.25 CR 

LODHA TRUMP TOWERS
5 BHK 2900 SQFT CARPET SEMI FURNISHED WITH 5",text_reference_match,General,False
640534,,Sion,Dariyamahal,"*🏢 Dariyamahal*
🏡 Config :3BHK
📍 Location: malabaar hills 
🛋️ Furnishing: fully-Furnished
💰 Rent: ₹ 3,25,000
📦 Possession: Immediate 
👤 Preference: Pref Veg
📅 Visits: 1-day prior notice
> *📲 For More",text_reference_match,SH - Khar-Bandra-Sant-Juhu Property,False
640536,Khar,Bandra East,,"*✨Directed  4bhk & 5bhk Luxurious Apt For Rent Listing*

1) *4bhk With SR &SW*
*Building* : : Joy Legend 
✔ *Add* : :  Pali road ,  Khar  West.
✔️ *Carpet Area* : : 1962sqft 
✔️*Rent*.   : : 4.5Lakh N",text_reference_match,GURUKIRPA REALTORS MUMBAI [24],False
640537,,Sion,Location: malabaar hills,"*🏢 Dariyamahal*
🏡 Config :3BHK
📍 Location: malabaar hills 
🛋️ Furnishing: fully-Furnished
💰 Rent: ₹ 3,25,000
📦 Possession: Immediate 
👤 Preference: Pref Veg
📅 Visits: 1-day prior notice
> *📲 For More",text_reference_match,SH - Khar-Bandra-Sant-Juhu Property,False
640541,Bandra West,Bandra East,,"*✨Directed  4bhk & 5bhk Luxurious Apt For Rent Listing*

1) *4bhk With SR &SW*
*Building* : : Joy Legend 
✔ *Add* : :  Pali road ,  Khar  West.
✔️ *Carpet Area* : : 1962sqft 
✔️*Rent*.   : : 4.5Lakh N",text_reference_match,GURUKIRPA REALTORS MUMBAI [24],False
640543,,Bandra West,,"📢*Direct Premium Flat Available For Rent*

📍*Pali Hill, Bandra*

✨ Elegant luxury residence in one of Bandra’s most prestigious locations

🏠4BHK
▪️Area:2150 sqft Spacious Layout
▪️Private Balcony with",text_reference_match,Bandra Broker Group,False
640544,Lokhandwala,Andheri West,Available for Rent!,"🔥  Available for Rent! 🔥

🏡       3 BHK
📍 Location: Lokhandwala Circle
📐 Area: 1300 Sqft
💸 Rent: ₹1.35 Lakhs
🔐 Deposit: ₹5.00 Lakhs
🚘 Parking: 2 Parking

+ 1 Proposal 

Contact – CP Realty
Janak: 9619",text_reference_match,LAXMI PROPERTIES (Western),False
640547,Lokhandwala,Andheri West,Location: Lokhandwala Circle,"🔥  Available for Rent! 🔥

🏡       3 BHK
📍 Location: Lokhandwala Circle
📐 Area: 1300 Sqft
💸 Rent: ₹1.35 Lakhs
🔐 Deposit: ₹5.00 Lakhs
🚘 Parking: 2 Parking

+ 1 Proposal 

Contact – CP Realty
Janak: 9619",text_reference_match,LAXMI PROPERTIES (Western),False
640556,,Bandra West,https://www.instagram.com/anantarealtty?igsh=anhnMDlwYXZxNnVi,"*Available Bandra West Brand new building*

*Crescent* 3bhk 1342 sqft pali hill price 12.12cr 

*Parishram* 4bhk - 2046 sqft carpet hiegher floor sea view pali hill price 31.32cr bandra west 

*New",text_reference_match,Ananta Realty,False
640557,Bandra West,Sion,Mount Marry Hill bandra West,"*🌊Direct available 1Bhk Flat Full Sea View for Rent🌊*

*Soulmandate  Keys with me*
*Building name:-Kanti Apt*
✔️ Mount Marry Hill bandra West 
✔️520 carpet
✔️ Higher 
✔️Semi furnished 
✔️One car parki",text_reference_match,Bandra Broker Group,False
640558,Lokhandwala,Andheri West,Lokhandwala Market,"🧿 Bungalow For Rent 🌲
👉 Lokhandwala Market 
👉 6 Bedroom 
👉 Ground Plus 2 Floor Plus Terrace
👉 3 Parking 
👉 Fully Furnished With Electronic 
👉 Only Residential 
👉 5.50 Rent 
👉 3 Month Deposit 
☎️ Shind",text_reference_match,G1 Realty (mumbai),False
640560,Bandra West,Sion,No Pets,"*🌊Direct available 1Bhk Flat Full Sea View for Rent🌊*

*Soulmandate  Keys with me*
*Building name:-Kanti Apt*
✔️ Mount Marry Hill bandra West 
✔️520 carpet
✔️ Higher 
✔️Semi furnished 
✔️One car parki",text_reference_match,Bandra Broker Group,False
640582,Bandra,Bandra West,Available Direct Navpooja,"*AVAILABLE DIRECT AARYA, 3 BHK, 7TH ROAD, KHAR, ONLY BASICS, LOWER FLOOR, 1.60 SLIGHTLY NEG* 

*AVAILABLE DIRECT ROOP NIKETAN, S V ROAD, BANDRA,  2 BHK ABOUT 1100 CARPET ALMOST EMPTY GROUND FLOOR 1 LA",text_reference_match,Amigo Rental Properties Group,False
640588,,Bandra West,Building: Kamal Pushpa,"🏡 Available on Lease – 1 BHK Apartment

📍 Building: Kamal Pushpa
📍 Location: Near Lilavati Hospital, Reclamation, Bandra West

✅ Fully Furnished
💰 Rent: ₹80,000 per month
📅 Possession: First Week of",text_reference_match,Ananta Realty,False
640591,Khar,Bandra West,On Lease,"*On Lease*

*Spacious 3.5BHK + Terrace*
-Union Park, Khar 
-1980 sqft Carpet + 400 sqft Terrace 
-Higher Floor 
-Furnished Apt 
-1 Closed Garage 
-Distant Sea Views 
-No Pics for now 
-Painting work a",text_reference_match,Bandra Broker Group,False
640594,Khar,Bandra West,Expats,"*On Lease*

*Spacious 3.5BHK + Terrace*
-Union Park, Khar 
-1980 sqft Carpet + 400 sqft Terrace 
-Higher Floor 
-Furnished Apt 
-1 Closed Garage 
-Distant Sea Views 
-No Pics for now 
-Painting work a",text_reference_match,Bandra Broker Group,False
640631,,Bandra West,Newly renovated,"🏠2bhk 

 *Newly renovated* 

745sqft. Carpet
With Large windows in every rooms. 
📍Mount Mary
Bandra West

 *Rent -- 1.8Lacs* 
Negotiable 

 *Bright house with lots of Natural light and peaceful Locati",text_reference_match,THC,False
640636,Lokhandwala,Andheri West,Vyas Apt,"*1 BHK Lease*

*Vyas Apt*
_Modal Town,Andheri W_
- Semi-Furnished 
- Without Lift 
- Working Batchelor Allowed 
- Keys With Us🔑
*52K & 1.50 Lac Deposit Slightly Negotiable*

*Citizen Apt*
_Lokhandwala",text_reference_match,ANDHERI WEST REAL ESTATE,False
640640,Malad West,Bandra West,Pre-Leased Bank Available for outright,"📍 Commercial Lease | Outright  
📍 Pre-Leased Investment Properties  

🏢 COMMERCIAL LEASE / OUTRIGHT
━━━━━━━━━━━━━━━━━
Shop available for lease BANDRA WEST
CARTER ROAD
PREVIOUS BRAND :THEOBROMA
CURRENT",text_reference_match,Bandra Broker Group,False
640653,,Andheri West,Sun Swept*,"💥*AVAILABLE FOR 2BHK SEMI FURNISHED FLAT FOR RENTAL SUN SWEPT*💥

*💸RENT :- 85K NEGO*

*💵DEPOSIT :- 2.50L*

*🏢CARPET AREA :- 800*

🏢*5TH FLOOR WITH LIFT*

🚗*ONE CAR PARKING AVAILABLE*

*🏢TWO BIG SPACIO",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
640658,,Andheri West,,"💥*AVAILABLE FOR 2BHK SEMI FURNISHED FLAT FOR RENTAL SUN SWEPT*💥

*💸RENT :- 85K NEGO*

*💵DEPOSIT :- 2.50L*

*🏢CARPET AREA :- 800*

🏢*5TH FLOOR WITH LIFT*

🚗*ONE CAR PARKING AVAILABLE*

*🏢TWO BIG SPACIO",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
640664,,Sion,,"*NEW LISTING*
AVAILABLE 2BHK FULLY FURNISHED  FLAT ON  RENT 

  *D N NAGAR*
*APNA BAZAR POST OFFICE*

ASKING 90K  NEGOTIABLE 
HIGHER FLOOR 
POSSESSION 1ST APRIL 
HINDU FAMILY ALLOWD 


*S P CONSULTANT",text_reference_match,LAXMI PROPERTIES (Western),False
640693,,Bandra West,*Aashiyana Apartment,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640697,,Bandra West,Large outdoor extension,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640709,,Bandra West,*Bhagwati Heights,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640716,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640722,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640729,,Santacruz East,IMMEDIATE DEAL,"*IMMEDIATE DEAL*

*1BHK RENTAL REQUIREMENT*

*CATHOLIC FAMILY*
* 45-50k budget 
* Bldg with lift
* Kitchen cabinets and Ac 
* 1 car park 
📍Khar and Santacruz East & West 

*Kindly share listing*

🏘️ *",text_reference_match,THC,False
640732,,Bandra West,*Makhan Dham,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640738,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640742,Khar West,Bandra West,Khar west,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640745,Kurla,Sion,,"🏢 *TG REALITY | EXCLUSIVE COMMERCIAL LEASING* 
""A landmark address isn't leased to just anyone—it is reserved for brands that define destinations.""

 *ICONIC COMMERCIAL SPACE AVAILABLE FOR LEASE* 

📍",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
640746,Vile Parle,Vile Parle West,Commercial Space Available,"*Commercial Space Available*

Carpet Area: 700 sqft include.150 otla
Rent: 3 Lacs 
Location: Vile Parle West Station Road 
Note: Back dDoor available with Water connection

Call For More Details & Ins",text_reference_match,Ananta Realty,False
640750,,Bandra West,*Cannon,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640757,,Bandra West,Fully-furnised,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640761,,Bandra West,Off turner road,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640763,Bandra West,Sion,BANDRA WEST,"🏡 *3 BHK WITH PRIVATE TERRACE – BANDRA WEST*

━━━━━━━━━━━━━━━━━━

📍 *SAVITA CHHAYA – 25th Road*

✨ *Property Highlights*
▫️ Spacious *3 BHK Apartment*
▫️ *Private Terrace*
▫️ *Semi-Furnished*
▫️ *High",text_reference_match,GURUKIRPA REALTORS MUMBAI [24],False
640767,,Bandra West,*Cote de Orient,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640772,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640778,Matunga,Bandra West,Matunga,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640781,Khar,Bandra West,Khar,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640783,Bandra,Sion,No caste restrictions,"🔥 Direct Avble New Inventory
*Expat Quality 1.5 BHK on Rent*
Building: *Call For Name*
St Paul Road Bandra W
Fully Furnished + Wgs
Lower Floor & Lane Parking 
Quote: *95000/-  Rent Nego*
No caste rest",text_reference_match,🏠ROYAL REALTORS 🏠 BANDRA 🏚️,False
